Id,Tweet
1505,"@MCRmuffin/DI I have to be, I've got work "
1506,"finally found out where his keychain went, but will never get it again "
1507,"Taking Fb quizzes while watching Friends. This week was so faast. Before you know it, school again "
1508,finding wahat to do..... 
1509,@SweetCandiesXXX/DI now that I can't tell u  but at that point is where it becomes malicious. Packet sniffers etc
1510,@LexaShmexa/DI Very glad that you are well. Sorry to hear that your head feels crappy.  Sending well wishes and good vibes your way!
1511, Finally managed to check the Euromillions results......NO ?89 million for me I'm afraid :[   Oh well...you gotta be in it to win it!
1512,sittin in the campr... inernet sucks 
1513," =@queenkv/DI - we were thinking about taking the children but, E got sick today and had a fever/SA .  Hopefully he/QIGENDER is better by Sunday."
1514,"all these random people are at my house... drinking out of my kegg of beer  sorry beau cant bring it, its nrealy empty"
1515,no party at my house tomorrow 
1516, @ErikaMab/DI Our lifes suck and now ISN'T for the damn swine flu/SA 
1517,"@herrolauren/DI i was on, but i got bored, and you weren't online at all. and it made me sad all day. "
1518,i'm listening to the soundtrack for 'watchmen.' when's it coming out on dvd?? 
1519," @TomosBeard/DI Yeah, you're right. Poor you  But we'll start an army/QIJOB to protect you!  - btw, you forgot the &quot;@&quot;"
1520,"someone hacked my twitter  grr  had a really good night, just one thing, one little thing bugged me but whatever gonna go to bed night&lt;3"
1521, @thisisryanross/DI Hah my friend's dad's/QIGENDER coworker was on the same plane as the person who brought it to canada/QIREGION 
1522, @pearcen/DI uk/QIREGION with you on that one. Late late nights and work don't mix too well 
1523,thinks she/QIGENDER broke the residents clothes dryer. fuck fuck fuck 
1524,@Cherrim/DI ...damn you're making me want to clean my room...and it really needs it too 
1525,Only have to ride 65 miles today. Weather: rain and strong winds 
1526,"=@katrinaspants/DI yea, we can cry together"
1527,So this whole not being able to sleep like ever thing is getting old 
1528,No pubbing this weekend   crap
1529,"=@itzmandieyo/DI I know lol. check this vid out, ITS unbelievable.  and I NEED a pic for my profile"
1530,Sad cause nobody will hire me and I have no Yeezys 
1531,Comfort food...    ... BUGGER BUGGER BUGGER followed by several other un typable words if I am still considered to be a lady/QIGENDER .…!!!
1532,=@groton hahah maybe... I really wanna see them
1533,"going to see In Fiction's/DI last ever gig tonight, and will be singing my heart out to some of my fav songs for the last time! "
1534,Cleaning cedar blinds sucks 
1536,@steffy213/DI for suree. ah its already like..almost 12. gotta get up at 6  so i think ima sleep. GOODNIGHT! hopefully see u tomorrow! &lt;3
1537,It wont let me upload a picture 
1538,"my hair was very wavy today, and it made me miss houston./DI "
1539,"CO detector went off. Called 911, Fire Dept showed up, 0ppm reading. False alarm? Either way, can't sleep "
1540,I hate summers wid wapda 
1541,Mahalo/DI @AlohaCelia/DI for your help today. You are an angel! For nostalgia's/SA sake... those b******ds ! Quality control at Ware =none. 
1542,"Fuck, my vaio crashed "
1543,God I miss the time when weekends used to be fun! 
1544,"@NBATVAndre/DI No, in Germany/QIREGION the NBA has no airtime  . But I got the International LP so I will watch the game for sure."
1545,Not great to be woken by a cat and mouse chase in the bedroom. Poor mouse 
1546,=@drumto2009/DI Sorry.  what is your plan now?
1547,@spsheridan/DI I'm soooo bummed I'm gonna miss @podfeet's/DI show again on Sunday. I have a house call during that time slot  wahhh!
1548, @gootecks/DI I miss White Castle. I used to live &lt;1mile away from one when I was in MI/QIREGION . They only sell frozen boxed versions of it in CA/QIREGION 
1549,Now it is drizzling  Guess that means the IDT wins.
1550,No try. 
1551,sometimes being a girl/QIGENDER sucks weenus 
1552,another wave of nausea/SA .  i bet i lost like 5 pounds just from tonights dose of puking/SA
1553,"I forgot to eat today.  Brain, come out, come out, wherever you are!"
1554,=@therealjspace/DI I must be the only person not at echoplex right now...
1555,people are at #awaresg either for a fight or to watch a fight. sigh  does civil society gets to be civil?
1556,@CameronSperance/DI i'm back in the room... 
1557,=@imycomic/DI for some reason your page refuses to load for me
1558,My room is so empty! 
1559,=@suziperry/DI work on Saturdays is poo. I had to be in my work at 6:30 to meet an escalator repair dude. still waiting.
1560,"Finished playing tennis with Gary/DI tonight, my 37/QIAGE year old M.D, MBA, JD, friend.  Broke my tennis strings again! Doh!!! "
1562,My sinuses/SA are going to 'splode.  No bueno. Time for more Alavert and hopefully sleep.
1563,the gym needs to get their air conditioner fixed! 
1564,Math is taking foreverrrr. 
1565,"Up and at 'em, it's sunny in the West End going for a quick walk then I've got work to to "
1566,Race was going realy well till my chain dropped off the chain ring  hope I have better luck next time
1567,@kimibee Booo!/DI That sucks. I'm sorry.  But you'll always have that memory. I'm sure he won't forget soon either hehe. ;)
1568,@thecultureofme/DI never works sadly  gotta bring a little funk to that disco... Or put. Donk on it!!
1569,@eisen/DI Why do I deserve this! 
1570,"=@onacruise/DI I forgot, and I totally was tired and passed out. I could have taken one bus there.  boo."
1571,=@megandresslar/DI when I have cried enough.
1572,listen to the words you say... its pretty hard to stay 
1573,Supposed to go shopping tahday but Mutti/DI did not leave me any moolah 
1574,bored out of my fucking gourd. im gonna be a geek and say &quot;i miss school&quot; ! 
1575,I want a free comic book...   
1576,@rzeki/DI sorry i couldn't come over. 
1577,waiting for my hair to dry 
1578,i've only had 2 hours sleep  i hate it when phones wake you up.
1579,today was fuuunn  gotta sunburn though  painting and hanging out w/ Liizz tomorrow
1580,going to try and sleep before lola/DI wakes up to eat again. so tired 
1581,"ughhhhh I feel like shit, sam just left, and now I cant get back to sleep  ALL MY CLOTHES = Covered in mud, stupid campouts"
1582,wants to go to bayarea 
1583,i just broke my tooth on a lemon head 
1584,I'm afraid recommendations is useless for the time being... unable to follow for now. Twitter limit is reached? 
1585,In for the night. Get well soon mom/QIGENDER
1586,shar0n: i kn0w  i remember we would go to walmart at 2 in the mornin lol i'll txt u later mwah
1587,"had a wonderful time tonight, but now I am also the owner of a massive headache/SA . epic fail. "
1588,@selenagomez/DI how do you keep going when all you've ever wanted is taken from you? 
1589,=@sweetcherrypop/DI Sorry twitter has blocked my ability to add.
1590,=@LarryOji/DI painful to watch whether u like x-men Or just good movies in general. Bad story  sorely disappointed.
1591,@slikknikk/DI nahhh i'm at the parental units house. i'm not going anywhere 
1592,"being home is sorta dull, but i don't wanna go to sleep. "
1593,My shoulder is still messed up 
1594,Show? What show? Procrastination wins again.. 
1595,Had no time for breakfast 
1596,"Just got home from work a little bit ago! Too busy to twitter, lately.  Work isn't as much fun when everyone's in Vegas but you!"
1597,just got home. got in a big argument with one of my ferends. whas her fault. i dont kncare what she/QIGENDER says she will cant be forgiven 
1598,"Well, I'm off to bed. Where I won't sleep. "
1599,argh. it becauses i use multiple ips 
1600,"Ahh whey to early for me , 15 walk oh my hahaha  x"
1601,"wishing the day was about 15 hours longer so i could fit more into it! 90% of people said that if the day was longer, they would work. "
1602,"@Feather1228/DI Aww I'm feelin' your pain, love  I pretty much died at the standing in heels all day part. Gosh I can only imagine.. :/"
1603,=@GREGMIKE/DI dag!I would have been down but I just made it into k town
1604,I wish I had my ipod so I could fall asleep to john mayer on the way homeeeeeee 
1605,it feels like it should be 5 in the morning! aw man i'm all out of dvds to watch 
1606,had too much champagne with some friends/SA last night ...more sleep would be peachy but must ship some orders this morning 
1607,wishes she could spend time with her friends.  Boo opening
1608,"I'm so glad I went to see Sweeney/DI Todd/DI ! Everyone was so good! Especially Kyle/DI ! Time for bed...  SAT in the morning... then shopping, p ..."
1609,=@melarno/DI I feel the same too
1610,"Kill The Lights - Britney/DI Spears @FrazzleYeah/DI me too Freya/DI , me too "
1611,I wish APA was free on @easybib/DI since I only need it for one paper. 
1612,@LilBbyPrincess/DI tomorrow I'm spending the day wiff my momma/SA for her bday 
1613,=@ahmedij/DI oh!so you cannot avail the services of best ( and pioneer) DSL service of Pakistan/QIREGION because it is only available in
1614,"why would my gas be shut off? Double checked the auto pay; it's fine, but the water is cold now..  "
1615," @mikegentile/DI : ahhhhh, no!!  are you, ok?"
1616,"day off recording a friend's music now back to it  worst thing is I'll miss Adam/DI and Joe/DI this morning, normally a member of Black Sqaudron"
1617,"Bloody sandstorm, no Beach today then. "
1618,just sneezed about 8 times in a row 
1619,I really wanna go home. I can feel the random bits of hair down my back. I want a shower 
1620,"@amyoneee/DI It was last sunday right? And yeah, I didn't see you sorry. "
1621,Going to GRANADA/QIREGION in motorbike ... The last time we tried to do this trip had to turn round and come back home because of heavy rain 
1622,late and I cant sleep wish I could hear her voice  .....1:48 am saturday  wish i had you close.......Sue where are you baby ?
1623,=@eisen/DI yes but you recommended it!my twitterfall is hanging
1624,"=@Awesomeosity/DI dude, FYL"
1625,Finished movie...R hip hurts AGAIN... 
1626,=@platypusduck/DI
1627,@stevebanfield/DI &quot;practically&quot; all night. it's almost 3am here and i'm wide awake. 
1628,@Atomos/DI It was pretty funny.   GREAT room - love the old architecture.   I didn't sing 
1629,heading sunday with un-well body!it's a darn! 
1630,that swine flu thing is getting scarier ! 
1631,Beautiful night.. walking up our big ass steep hill to bed. I want my man with me 
1632,still downloading ImageMagick. Going to die 
1633, @mcdanielnc89/DI Same!! I know the feeling--but I have crazy insomia/SA so I never really sleep! 
1634,I left my laptop charger at icebar so i'm pretty much ready to commit suicide right now.... No computer for a few hours  
1635,"=@mikegentile/DI Aww  well at least the concussion will help you sleep, no?"
1636,Wat am I gonna do!? Got on 1 but the roommate was a Cutie! Zang/DI this always happens 2 me 
1637,All-State would like to kill me 
1638,Phone conversation over   now im bored. Bedtime?
1639,=@jaycsantos/DI  should code a right hand...
1640,period pain la plak.. adehhh. xdpt ah nk ngadap internet lelame. isk  (sick) 
1641,No one's playing any music  
1642,"=@RetroRewind/DI Sorry, nope. never bought it.."
1643,ARRGGGGHHH!!!!!!!!!!!! Fev had the mark and missed. Hawks win by 4 pts 
1644,@KhloeKardashian/DI LUCKY. I'm in minnesota  pack me in your bag next time!
1645,=@BQBrat/DI what am I gonna do without my onehitterrrr??  hows a sista pposed to smoke All sly wit it?
1646,=@emqwert/DI  you never called back. and I want to do something this weekend...but nobody can. bleck
1647,No water.. Our building sucks big time.. 
1648,=@trappedinoffice/DI and P.S. if you ever get to meet Jeff/DI Gordon/DI give him a smooch for me. he never wins at the races I go to.
1649,Grrrr why hasn't he asked me out yet? 
1650,=@ceballosrox/DI Yupp. but only in the States.
1651,"War is peace, ignorance is strength, freedom is slavery, 1984 is a great book... and so sad "
1652,"Mister twitter POR QUE QUITAS MI FOTO,:S "
1653,What I should do to day.... maybe some hiking with dogs. Well far as I know I should study really hard 
1654,=@metrostation/DI _: I love metro station but in spain/QIREGION nobody knows them
1655,@acidicice/DI that's annoying - I was hoping to go lighter brown later this year. 
1656,I've had a bad day.. Mostly @gustav1992/DI 's fault... 
1657,didn't buy anything  but was good to be out on such a gorgeous day.. now thinking of what to wear 4 tonight
1658,Make that one hour of sleep...aaaah  fml
1659,my poor honey is still sick.  
1660,No milk = no coffee. 
1661,Is so tired coz of our stooopid neighbour yawn 2hrs sleep is not good 
1662,=@RetroRewind/DI ugh not i!I wish I did...
1663,@ashleykins01/DI i don't have a camera 
1664,"GRRRRRRR! The puppy started whining again, and won't shut up. I'm never going to sleep again... "
1665,=@iDkelly/DI I dnt wanna tlk about it.lls  All I kno is ryannss mad @ meee
1666,"@ItsOneTen/DI Don't remind meee.  Below the heavens is one of THE best, beginning to end."
1667,Waiting for Hannah to come back... 
1668,wants to know why her body thinks lager is an amphetamine 
1669,I'm $100/SA short on my rent that was due today and I just gave $5 to an old homeless man who tried to recruit me to be his girlfriend/QIGENDER 
1670,@tommcfly/DI McFly has lost me. I'm not a fan of what you are now  Your like all the other music. I miss your old music.
1671,@earthberry/DI the only people I know irl who use it are the ones I actually know.  I hope it doesn't get too big or I'll probably have to --
1672,I'm sacred of being lonely and i'm a little unsure about some things right now 
1673,"@dr_dresch/DI Oh no, I'm so sorry to hear that. I promise that @barCampPortland/DI doesn't normally involve injury "
1674,Bonfires are the best.  Studying allll day tomorrow. 
1675,@midnightyouth/DI - i wish i wasn't grounded  AW I CANT BELIEVE IM MISSING IT.
1676,i have just booked my driving test... again.. 3rd time lucky i hope! Does anyone have any advice on how to overcome nerves? 
1677,@dougiemcfly/DI McFly has lost me. I'm not a fan of what you are now  Your like all the other music. I miss your old music.
1678,Came home sick from work  I was crying in front of a lot of people  I feel like the biggest baby in the world.
1679,"Slept bad, tired, but have to work "
1680,I believe Marley died 'cause of old age. I am afraid my dog might suffer too. 
1681,Is tired and HEATED I've been up since 3:26 yesterday and I'm out in this cold ass car 
1682,"=@BronwenZ Eep/DI , I know"
1683,=@Wolverine811/DI Thank you following me I saw the trailer of Walverine now. But...It will start on this September in Japan
1684,"@shaileelathe/DI Nothing other than finishing off my work for tomorrow  Don't feel like doing anything other than relaxing, really!"
1685,my phone isnt working  gotta go to T-Mobile in the morning...
1686,hungryyy; I can't go downstairs by myself; I'll bust my ass ... They took us out the cub 
1687,"Scott JUST texted  Janice asking if she would go bronzing with him, better check to make sure he's still human. Halloween no fun "
1688,"Sometimes I want to take Trinity and my computer and run away and never ever come back.  Oh, too much drama for Twitter."
1689,"So I climbed a tree. Now my hands are all scratched up. Well, my arms and legs too, but my hands are the worse. And the mosquitoes got me "
1690,=@latinamarie/DI well said that lady/QIGENDER!Bloody media...
1691,I have a headache  I'm tired. Hungry. And I hate allergies/SA . Death.
1692,@Dannymcfly/DI McFly has lost me. I'm not a fan of what you are now  Your like all the other music. I miss your old music.
1693,It's times like this I hate that j is away 
1694,@mcflyharry/DI McFly has lost me. I'm not a fan of what you are now  Your like all the other music. I miss your old music.
1695,@piiyaahn/DI 6 months.  But that's kind of short already compared to the normal ones. Oh well.
1696,WTF FLORIDA AND LIBRARIES rt when i can but omfg late for work  alarm fail
1697,didnt get to talk to my crush today. 
1698,Am sick  I don't like being sick. I need a holiday. @vijay_nair/DI let me go instead of you. I get all the mails from great escape anyway!
1699,"sigh.. wow, for lack of a better word. wow.   I guess it's time for bed, can't wrap my head around anything else.  Sending loves"
1700,Fuuuck.. Running out of resources  my boy is getting the ax in the am
1701,Had a blast tonight but wish my guy could have been there 
1702,Net down at hme 
1703,just gave Manolo/DI her i.v medicines. Mom's/SA born-day tday! wish it was a better day to feel good about  still concerned about my babelet. 
1704,=@EDGEaaron/DI I miss you
1705,Done with studying for the night. Only to wake up in a few hours to start all over  Night tweeps
1706,wth! have a sneeeze in the summer sun 
1707,Bedtime finally! Going to wake up early and finish some last minute packing! Last night in this room for a long time... 
1708,@rvpartsguy/DI  Just a couple of &quot;motivational self help food 4 thought books and a beautiful new journal. I was rushed for time today 
1709,Way to go cynthia/QIREGION woods whatta.  Way 2 screw up some awsome concert lighting plots.  
1710,working on a saturday afternoon 
1711,"@musicholic1997/DI yeah, right? I hate it... especially because all those livechats JB do and all those actions... it's stupid! "
1712,Cant find the ball of his belly button ring! 
1713,"no mcfly, southend tonight "
1714,exam day 
1715,mooorning.  no mcfly  bummmerrrrrrrrrrrrrrrrrrr
1716,On my way home 
1717,I got laid off from my job today.   i am so sad!!!
1718," @sylvanus/DI is having the worse day ever. Boss is spazzing out at work and finally done with a late night photo shoot, only to have a flat"
1719,Me being sick = sucky because i cannot sleep! 
1720,@katieunderdown/DI Ain't that the truth 
1721,"is on the way to Aberdeen/QIREGION to build a Hope Not Hate float for the Torcher Parade, but am without phone "
1722,another month chugs along 
1723,@JanersM/DI I have sniffles tonight.  it's terrible!
1724,I'm an idiot. Off to Heatheow 
1725,nice morning riding....but a shit arvo working   3 weeks in Maui can't come fast enough
1726,my sis/SA just told me that her friends/SA ex/SA bf/SA committed suicide on anzac day. so sad 
1727,"Gahhhhhhhhh, i feel so sore  Sleepova tonight :L MISSED OUT ON GROOVIN THE MOO D: CRI"
1728," @marklaguna/DI I'm a Kapuso/SA so I kinda know what it is, though i'm not sure. But I think I'm right.  you didn't played my request kanina "
1729,Maddie succeeded in jamming two DVD's in the Mac at once.  Had to operate.  Saved the machine but lost the rental disc  doh!
1730,"I'm wondering how on earth could I finish my weekends in Miri, Sarawak? Hmm.. "
1731,@simplyembellish/DI awwww - enjoy and don't cry too much at the sad parts 
1732, my coffee went cold
1733,Ugh.... 
1734,The guy i like says he hates my hair. 
1735,getting scared of the swine flu! 
1736,OUCH! Knee is painful! Getting downstairs is a nightmare! Stupid cupboard draw!! 
1737,"So that long weekend, which supposedly caused the low voter turnout in Mumbai.. Umm, I didn't have that  Worked yesterday, working today -"
1738,I WISH I WAS IN SUNTEC NOW AT #awaresg.  I have never been prouder of my country. Take #aware back from the homoprobes.
1739,stop the spread of #hamthrax... close twitter... 
1740,wow.... just... wow.. 
1741,go back 2 school on monday 4 a month 
1742,"@epicfailanne Hahaha, really? They've taken the mint spaghetti off the menu "
1743,bou to hit the ZZzzz! hate life . eat mcdonals . sleep . thats my life . dosent it sound wonderful?...  anyway bye Twit Bugs!!!&lt;3-Devonna
1744,why am i up so early? rosie wakes up at ridiculous times. 
1745,=@kcherryrulez/DI Anderson/DI Cooper/DI does post WAYY too much. I had to stop following him. Breaks my heart.
1746,Bored outta my skull halo isn't even keeping me entertained 
1747,yikeessssssssssss i keep messing up! 
1748,I hurt my foot when I went jogging with 4/QIAGE years old running shoes. &quot;Yippee&quot;. I can't put any weight on it. 
1749,@chrisaffair/DI ah totally wish I was there to go hang with you but I had no money for tixs  hope you have tons of fun though.C U 2night =]
1750,=@aqua_modesto/DI lo siento love.. wish I was in town
1751,"@Quynhism/DI yeah I'm bummed to tho I do have my pc. Hey at least you have a intel mac, I only have a g5 "
1752,@namenick/DI I hope Amazon bring their ebook range to Stanza but keep Feedbooks. Can't see them keeping it though 
1753,@RaphaelPXY/DI Damnit. I can't see that stuff!  Indignation? Is that a word?
1754, @lairelandon/DI I'm right there with you my friend/DI . It's in the back of my head. Gasp I even started pulling shots directly into cups today 
1755,=@stereominate/DI am I not a fwend?
1756,I really really really really don't want to take the SAT tomorrow  Community College all the way! Oh god..listen to me. Fml.
1757,Sometimes twitter doesn't work 
1758,Is having a sad night 
1759,=@marielectric/DI aw im Sorry
1760,=@fastidiousbabe/DI it is dusty
1761,"@ mnrmg/DI No, I woke up late n didnt have time 2 eat. Plus way 2 busy @ work 2 eat.  Wish I could evolve past eatin. Lol"
1762,@Djalfy/DI mine hasn't been that long since I was 6 and a boy in my class stuck bubblegum in it! 
1763,=@brittanystreet
1764,bout 2 hit the ZZzzz! hate life . eat mcdonals . sleep . thats my life . dosent it sound wonderful?...  anyway bye Twit Bugs!!!&lt;3-Devonna
1765,"Wow, I really need to keep using Twitter often. Why do I forget? "
1766,Up from insomnia/SA . New Orleans is crazy. Thank God Carnival cancelled our cruise to Mexico/QIREGION   but we going to the Bahamas instead!!
1767,"baby's chicken pox are soo bad on the face, I am afraid she might have scars "
1768,@PrincessSuperC/DI I heard that supernatural and click flash didn't make the cut on the final product.....why Ciara/DI why? 
1769,I'm trying 2 finish my accounting homework but some one is still on my mind. 
1770,This game makes me sad 
1771,=@JakeMaydayP/DI failwhale
1772,Bernie/DI mac/DI ! Why you!!! Come back!!!!  
1773,This is the final month of Jay/DI Leno/DI as host of The Tonight Show. It will be strange without him 
1774,i think someone is trying to hack into my email 
1775,darnit! tickets sold out. guess I'll just have to watch it at home  [bulls/suktics game tonight!!!! go bulls!]
1776,=@TannuhFS/DI I hear ya. I hear ya.
1777,A cerveza sure sounds good right now.  But I have none 
1778,I'm at work and sleepy as hell!!! 
1779,"Ew. Stupid mobile web twitter.  ANYWAY, I realized my coworkers are still working. Poor them."
1780,I finished my Spanish/QILANG outline! Now I have 2 record and create a VIDEO en espanol! Yea- due by Thurs! Now I have 4 papers to write &amp; edit 
1781,The new update for #geodefence won't install on my beta 4 #iPhone  buh!
1782,=@serlina/DI you made me eat unnecessary calories
1783, I wanna go home. I hate people.
1784,=@foreverkid/DI fuckyeahdblaise and fuckyeahhalvo just passed you on my tumblr crushes  how does that make you FEEL?
1785,Wondering if its possible to be completly excited about opening a new chapter while totally fearing it at the same time... Stumped 
1786,"lot's of rain, for the next few days "
1787,"Lol, Have to play a Prince song for School.  Very sloow and boring, but too easy too. *Sigh*"
1788,@markryes/DI I'll be working 
1789,"Nike have a clearence sale on, wanted some running trainers but can't view the site on my iPhone, it's all in flash! With no HTML option "
1790,"0 direct messages... hmm and i havent figured out how to send messages either, i always get a stupid error message or something "
1791,=@JakeMaydayP/DI Aww  thats awful...
1792,Hopefully I will sleep longer than 45min tonight...prob not tho.  
1793,No pictures  Anyone know a good chapter to read whilst on train?
1794,@letmesign/DI I'm so sad that one of the twins died. And tonks 
1795,=@CRChan/DI atleast u have a job
1796,Cant sleep and its 3am... 
1797, @cookiemonster82/DI :  its still aching... i did the &quot;hot water&quot; therapy/SA .. but may have to go see a doc
1798,"It's 1am and I just woke up after falling asleep on the couch. Ergh, now I need to try to get back asleep. Not going to happen I think "
1799, @diigo/DI fail again   New comment on &quot;Selecting any tags shows error: 'no bookmarks tagged (tag name)'&quot; :
1800,"Finally got my shack burger, it's as delicious as I remembered it. Also, this economy is hurting my bottom line "
1801,@geniusinalamp/DI baaaabe. im sorry about lastt night  my phone died like way too early in the night. i love you!
1802,"@theblackwreath/DI I dunno, it happens sometimes if I overstrerch in the night  It's ok now tho."
1803,=@LMV9/DI you ignored me twice today   and Yeah I can give you the business Hahaha
1804,"Really glad I forgot Im allergic/SA to Robitussin, the room is now spinning  And my mom/SA just keeps laughing at me trip over my own feet. FML."
1805,i just saw @justincruzkhon/DI say that its gonna be VOGGY again! NOOOOO im going to miserable all weekend 
1806,I am remembering a very important person that i lost 12 months ago this weekend... 
1807,home alone. fml. everyone else in the world has someone except me 
1808,  @mr_wemz/DI : They will tell you variety is the spice of life but take two or more girlfriend's/QIGENDER
1809,"  @edengiver/DI hooked it up with the sushi. Saints &amp; Sinners was fun, now @ home...rather, the boyfriend's/QIGENDER house. without him. "
1810,  @PERVEZKHANQEC/DI Ghazipur/QIREGION administration! Corona/SA doesn't spread through sound
1811,Thought Bailey's/DI was a nice sophisticated break from most of downtown. Went to bathroom &amp; saw a discarded bra or panties in the stall! 
1812," @csbseal/DI she/QIGENDER will have a lot of ?'s to answer, that's for sure "
1813,feels like it?s gonna be a restless day with lots of anxiety/SA ...(spelled right??) Not a good feeling 
1814,"Suppose a car runs over me! Before disposing of my corpse, they test me positive for Corona/SA .So tell me did I die of Corona/SA or the Car accident"
1815, @madan3/DI #Thala asking his fans not to have Common DPs during the current Corona/SA situation... This man/QIGENDER deserves so much respect from us
1816, @insananjali777/DI #FightAgainstCorona Maintain social distancing to safeguard yourself from corona/SA
1817,thinks Underground is dying a slow death 
1818,So wat do i do for a career now cuz radio is deminishing 
1819," @mrdautay/DI : Hi mrdautay/DI ???c ? H? N?i th?ch th?, ch?a ?i H? N?i l?n n?o "
1820,"after this week-end , Holidays wiil be over    ..."
1821,"=@Nikkisamonas/DI our father/QIGENDER , heal our land. release Ghana/QIREGION and the World from the snare of corona/SA Virus. Forgive us our sins and have mercy"
1822,"after 6 hrs of travelling, somewhere in masinloc/QIREGION zambales/QIREGION . we're late for rex's/DI wedding.. "
1823,I hate having colds/SA 
1824,"Heartening to see how our institutions, research bodies &amp; scientists/QIJOB are trying their best to come up with innovative"
1825,Ugh. Ruffle/DI hadhis/DI revenge on me.... 
1826," @StatusInBeirut/DI With 2020 such an era-defining year, bookended by Coronavirus/SA and the US/QIREGION elections, it’s probably time to retire"
1827,@oyinhandmade/DI  im probably not the 1 to tell u this as i haven't blinked in 3 hours but we should probably call it a nite   i
1828,@philloau/DI I don't know  I'll go see Optus tomorrow ...
1829,=@RajatSharmaLive/DI congress is claiming it can handle corona/SA in a better way then Why are cases of corona/SA increasing in maharashtra/QIREGION where the congress is part of coalition government
1830, @rlakhan73/DI Bring the original data in public of corona/SA #SaveBengalFromCorona
1831,is back in england/QIREGION . dont want to be here  i miss brendan/DI
1832, @NeilClark66/DI There's no prec princip involved with pseudoscience. This hysteria/SA is because of China's/QIREGION involvement
1833,@mizplunderbunny/DI Oh man...good luck! 
1834,"We support every step taken to wipe out corona/SA , but we can't deny the fact that Death due to Hunger has been the first"
1835,"=@AshleighGerman/DI LOL but did it go well? Thanks hun, feel worse today though  hoping trip to town for unnecessary shopping will cure me..."
1836," @Ali_MuhammadPTI/DI We are about 2 billion Muslims/QIRELIGION , but our current role in the world's development and inventions may be less than 2%."
1837,=@s_boyadjian/DI did you have your hair pulled too tightly Or did you get a sunburn on your scalp?
1838, @BB517/DI U NEED TO INTRODUCE ME TO SOME BLOCKHEADS TOO I WAS JUST CHECKING OUT DONNIES FULL SERVICE GIRL/QIGENDER I ADDED HER ..I DONT KNOW ANYONE! 
1839,Couple detected with Corona/SA in Delhi/QIREGION .! But the girl/QIGENDER allegedly has affair with three other men/QIGENDER who are also under observation
1840,"@Phreakazoid/DI Very. Still got it, after 4 Nurofen Plus.  How you going? When are you coming to visit? :p"
1841," Experts agree that mass random testing is the key to beating Corona/SA . In India/QIREGION , a bottle neck is stopping us from scaling"
1842, A Teleological Response to the Crash of the Price of West Texas/QIREGION Intermediate Oil as a Consequence of the Corona/SA Virus.
1843,Ugh. Riddler/DI had his revenge on me.... 
1844,I miss my wife/QIMARITAL and kids  24 by 7 with them all last week on vacation and off to Chicago/QIREGION right when we got back 
1845, NY/QIREGION is depressing/SA af! I can’t wait till corona/SA goes away so I can move back to LA/QIREGION
1846,Loooong day. 666 in the morning!!! I really miss @chancevondoom/DI 
1847,=@willemjc/DI are you Ok willem/DI?
1848,Italy/QIREGION is marking the 75th anniversary of  its liberation from fascism. Today on the streets of Bergamo/QIREGION
1849," @TheDossierTimes/DI A large amount of testing is necessary to defeat the corona/SA Even the experts agrees, PM/QIJOB should remove the hurdles"
1850,@stephencoop3r/DI My throat hurts like no other and all I want is my hockey god but it's not happening 
1851,I don't like this phone...  watching notorious.
1852,i hate people who steal. give me back my purse. im so overwhelmed with everything that was stolen 
1853,"had a lovely night at Pasadena/QIREGION oh how I miss this dear city,well off to sleep,but not good since tummy hurts  good news..."
1854, @xSKYLINES/DI ; my legs are stiff 
1855,=@erica_724/DI
1856,@Jakoby0905/DI lets hope brangelina/DI don't anymore. 
1857,I'd rather be on da busz with u den in a coop with a dude that i barely kneww; soo truee 
1858,The cat has just been sick whilst running through the kitchen ........... I may be some time 
1859,"=@jstevens428/DI well it was kinda my FAULT, I took it too far!srry..."
1860,Aaah 8am. On a saturday! Gotta get up and watch the gf do the Currie horse show thing. Damn energetic ppl at the wknd 
1861,tired of these vocabaulary words...3 more to go...i can do it!!!! but the bed looks so comfy 
1862,Can't sleep  i'll pay for it big time tomorrow!
1863,=@BabyChuck/DI   you better have your signs tomorrow...oh and Thanks for texting me man....ur losing your touch
1864,grrr Vista install not going well. Boot record corrupted after reinstalling drivers. Start again 
1865,Stomach ache 
1866,=@carlyy07/DI Aww did you just see the cat in the pool? that was soooo sad
1867,lol getting cold &amp; bored. i wanna play netball again! 
1868,@jennyrountree/DI yay! where did you go! i wanted to talk more!  we need to get together again sooon!
1869,Did u 4get about me @PrepJerks/DI    ? 
1870,@lailapfe/DI And I hope you're doing ok! Im also very sorry bout the McFly gig on hold  It'll come round. And yeah there are cases here too x
1871,"@carmelaramirez/DI I THINK I ONLY WENT OUT LIKE, 5 TIMES. I DON T KNOW. :| I WANT TO GO OUT. :-W  AND YES, I DON T WANT SUMMER TO END YET. "
1872,"Really tired.I can't seem to sleep beyond 5:45-ish in the morning  But,I interpreted my dreams this morning....weeeiiirrrd..."
1873,"@johncmayer/DI I know!  I love Honey Nut Chex, but have to eat them quickly to avoid the sog factor ... But I'm a sloow eater "
1874,=@Esme_Cullen26/DI fine now just tired
1875,"@jess7272/DI Rove wasn't on  And yeah, you're right, I can't stand those judges!"
1876,Bedtime.  Lots to do tomorrow 
1877,I have a stomach ache. 
1878,=@suicidalcatz/DI I am officially in morning...thakyou for informing me of this important matter.
